Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDB08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,3%,6.055,160.3578,4.5
Low Fat,FDB44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0%,6.655,212.4586,4.5
Low Fat,FDE57,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,4%,9.6,140.8154,4.5
Low Fat,FDN20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,3%,19.35,169.2474,4.5
Low Fat,NCD19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,1%,8.93,56.4614,4.5
Low Fat,NCG55,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0%,16.25,115.2176,4.5
Low Fat,NCO54,Household,2020,OUT017,Tier 2,High,Supermarket Type1,1%,19.5,55.4614,4.5
Low Fat,FDE46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,2%,18.6,152.9366,4.5
Regular,FDR37,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,7%,16.5,180.4292,4.5
Regular,FDA25,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,7%,16.5,104.799,4.5
Regular,FDU50,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,8%,5.75,116.3176,4.5
Regular,FDT19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,15%,7.59,173.108,4.5
Regular,FDX32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10%,15.1,144.0786,4.5
Regular,FDU51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,10%,20.2,175.8028,4.5
Regular,FDG46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,3%,8.63,114.6518,4.5
Regular,FDM12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,7%,16.7,189.6214,4.5
Regular,FDW38,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,14%,5.325,53.2298,4.5
Regular,FDZ14,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,5%,7.71,119.7756,4.5
Regular,FDS19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,6%,13.8,76.2012,4.5
Regular,FDP03,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0%,5.15,122.9388,4.5
Regular,FDR51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,17%,9.035,151.0708,4.5
Regular,FDR03,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,1%,15.7,204.998,4.5
Regular,FDO46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0%,9.6,191.0872,4.5
Regular,FDV22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,1%,14.85,154.463,4.5
low fat,FDU35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0%,6.44,99.87,4.5
Low Fat,FDV49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,10,262.7226,4.5
Low Fat,FDA13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,15.85,36.3506,4.5
Low Fat,FDJ52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,7.145,159.4578,4.5
Low Fat,FDT04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,11%,17.25,40.5822,4.5
Low Fat,NCZ41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,19.85,126.7704,4.5
Low Fat,NCJ30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,5.82,168.379,4.5
Low Fat,NCN54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,20.35,79.1328,4.5
Low Fat,NCD54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,21.1,143.4786,4.5
Low Fat,NCP50,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,17.35,79.4618,4.5
Low Fat,FDQ09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,7.235,115.8834,4.5
Low Fat,FDI22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10%,12.6,210.8612,4.5
Low Fat,DRD12,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,6.96,93.1146,4.5
Low Fat,DRL60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,8.52,151.5682,4.5
Low Fat,DRD13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,15,61.9168,4.5
Regular,FDI48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0%,11.85,51.2666,4.5
Regular,FDZ49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,13%,11,221.5798,4.5
Regular,FDJ02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,17.2,145.9418,4.5
Regular,FDJ15,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,11.35,182.4608,4.5
Regular,FDO52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,11.6,170.2106,4.5
Regular,FDU58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,6.61,186.0898,4.5
Regular,FDN46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14%,7.21,102.6332,4.5
Regular,FDO46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,9.6,188.1872,4.5
Regular,FDI34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9%,10.65,229.8668,4.5
Regular,FDG22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,17.6,38.119,4.5
Regular,DRC13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,8.26,124.873,4.5
Low Fat,FDB17,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,6%,13.15,179.9976,4.5
Low Fat,FDZ44,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,6%,8.185,116.0808,4.5
Low Fat,DRK35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,12%,8.365,39.2506,4.5
Low Fat,NCP29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,19%,8.42,65.4168,4.5
Low Fat,NCZ29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,12%,15,126.3362,4.5
Low Fat,NCS30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,16%,5.945,127.9652,4.5
Low Fat,NCA42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,5%,6.965,158.8604,4.5
Low Fat,NCH55,Household,2011,OUT010,Tier 3,Medium,Grocery Store,6%,16.35,124.802,4.5
Low Fat,FDT58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,14%,9,169.4816,4.5
Low Fat,FDZ45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,11%,14.1,198.8084,4.5
Low Fat,FDO57,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,18%,20.75,161.0578,4.5
Regular,FDT12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,8%,6.215,224.4062,4.5
Regular,FDW12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,6%,8.315,143.6444,4.5
Regular,FDF26,Canned,2011,OUT010,Tier 3,High,Grocery Store,8%,6.825,154.5998,4.5
Regular,FDV37,Canned,2011,OUT010,Tier 3,High,Grocery Store,14%,13,196.2426,4.5
Regular,FDW38,Dairy,2011,OUT010,Tier 3,High,Grocery Store,23%,5.325,55.5298,4.5
Regular,FDS04,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,25%,10.195,141.8838,4.5
Regular,FDO22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,3%,13.5,81.096,4.5
Regular,FDJ58,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,18%,15.6,173.6764,4.5
low fat,FDW13,Canned,2011,OUT010,Tier 3,Small,Grocery Store,16%,8.5,51.3324,4.5
Low Fat,FDH48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0%,13.5,88.054,4.5
Low Fat,FDO37,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,2%,8.06,232.3326,4.5
Low Fat,FDD14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,17%,20.7,183.5266,4.5
Low Fat,FDV38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,10%,19.25,54.6956,4.5
Low Fat,FDC41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,12%,15.6,75.567,4.5
Low Fat,FDE57,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4%,9.6,141.0154,4.5
Low Fat,FDS07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,10%,12.35,112.2518,4.5
Low Fat,NCJ30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0%,5.82,169.379,4.5
Low Fat,NCI06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,5%,11.3,181.466,4.5
Low Fat,FDO34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,3%,17.7,166.2816,4.5
Low Fat,FDE46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,2%,18.6,153.1366,4.5
Low Fat,DRH37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,4%,17.6,163.3526,4.5
Regular,FDH02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,2%,7.27,89.0488,4.5
Regular,FDC51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,1%,10.895,122.973,4.5
Regular,FDT07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,8%,5.82,257.633,4.5
Regular,FDJ44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,11%,12.3,176.1396,4.5
Regular,FDO22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,2%,13.5,81.396,4.5
reg,FDI10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,8%,8.51,172.9422,4.5
LF,FDF04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,17.5,259.7304,4.5
LF,FDD11,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0%,12.85,253.004,4.5
Low Fat,FDN12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0%,15.6,111.8544,4.5
Low Fat,FDD14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,17%,20.7,184.1266,4.5
Low Fat,FDQ52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,12%,17,248.3434,4.5
Low Fat,FDJ08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,11%,11.1,189.2846,4.5
Low Fat,FDY19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,19.75,119.8466,4.5
Low Fat,DRM11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,7%,6.57,261.4278,4.5
Low Fat,NCP41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,2%,16.6,109.8596,4.5
Low Fat,NCP17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,19.35,65.6168,4.5
Low Fat,NCS38,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,9%,8.6,112.6176,4.5
Low Fat,DRJ25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,15%,14.6,47.5692,4.5
Regular,FDY26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,20.6,212.9244,4.5
Regular,FDV20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,6%,20.2,128.3678,4.5
Regular,FDV57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0%,15.25,179.766,4.5
Low Fat,FDP11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,7%,,216.9166,4.5
Low Fat,FDR23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,8%,,177.837,4.5
Low Fat,FDB27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,6%,,196.7768,4.5
Low Fat,FDK51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,265.2884,4.5
Low Fat,FDK28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,7%,,256.1646,4.5
Low Fat,FDK52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0%,,225.3062,4.5
Low Fat,FDU52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,6%,,157.563,4.5
Low Fat,NCK05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,8%,,61.5536,4.5
Low Fat,NCA06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,14%,,35.919,4.5
Low Fat,NCE06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,9%,,162.6894,4.5
Low Fat,NCG07,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,5%,,190.853,4.5
Low Fat,NCH54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,7%,,160.792,4.5
Low Fat,NCT18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,6%,,181.5976,4.5
Low Fat,NCZ06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,9%,,253.8698,4.5
Low Fat,NCL07,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,39.548,4.5
Regular,FDF24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,81.9934,4.5
Regular,FDF26,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,5%,,153.2998,4.5
Regular,FDR40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,78.5618,4.5
Regular,FDW16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,91.6804,4.5
Regular,FDY04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,162.521,4.5
Regular,FDO31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,81.496,4.5
Regular,FDF34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,199.9084,4.5
Regular,DRC36,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,173.7054,4.5
low fat,FDW24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,50.0034,4.5
low fat,FDQ23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,102.3332,4.5
low fat,NCS05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,133.7942,4.5
reg,FDT26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,7%,,120.944,4.5
Low Fat,NCD19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0%,8.93,53.8614,4.4
Low Fat,FDB34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,87.6198,4.4
Low Fat,DRK35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,7%,8.365,38.0506,4.4
Regular,FDB56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,8.75,187.4556,4.4
Low Fat,FDP09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,19.75,212.0902,4.4
Low Fat,FDG02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,7.855,188.5188,4.4
Regular,FDM15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,6%,11.8,151.4366,4.4
Regular,FDO08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,9%,,165.7526,4.4
Low Fat,FDT43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,2%,16.35,50.1324,4.4
Low Fat,FDI24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,8%,,177.937,4.4
Regular,FDS46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,8%,,118.7782,4.4
Regular,FDG28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,5%,9.285,246.4144,4.4
Low Fat,FDG24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,1%,7.975,85.225,4.4
Low Fat,FDQ56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,11%,6.59,85.6908,4.4
Low Fat,FDX23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,3%,6.445,92.6436,4.4
Regular,FDR44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,10%,6.11,130.4968,4.4
Regular,FDU01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,1%,20.25,184.5924,4.4
Regular,FDP59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,6%,20.85,105.6648,4.4
Low Fat,NCV17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,2%,18.85,129.2626,4.4
Low Fat,FDZ15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,2%,13.1,117.3782,4.4
Low Fat,FDA36,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,1%,5.985,184.8924,4.4
Low Fat,FDV51,Meat,2011,OUT010,Tier 3,Small,Grocery Store,5%,16.35,163.8842,4.4
Low Fat,NCT41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,10%,,151.3024,4.4
Low Fat,NCK54,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0%,12.15,117.815,4.4
Low Fat,FDE16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,8.895,208.9954,4.4
LF,FDE53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,106.928,4.4
Low Fat,NCL19,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,15.35,145.047,4.4
Regular,FDT32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,7%,,189.9214,4.4
Low Fat,FDC46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,12%,,183.4266,4.4
Low Fat,FDS10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,182.0318,4.4
Low Fat,FDC04,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,241.8854,4.4
Low Fat,NCJ30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,8%,5.82,171.379,4.4
Regular,FDQ15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,15%,,83.1276,4.4
Regular,FDV01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0%,,154.6314,4.4
Regular,FDJ57,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,7.42,184.8582,4.4
Low Fat,NCE31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,18%,7.67,33.1216,4.4
Low Fat,FDV07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0%,9.5,110.4228,4.4
Low Fat,FDD04,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,9%,16,143.2154,4.4
LF,NCC18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,18%,19.1,172.4422,4.4
LF,NCL31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,12%,7.39,145.147,4.4
LF,FDA33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,6.48,148.2076,4.4
Low Fat,FDT59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0%,13.65,229.4668,4.4
Low Fat,FDE26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,9%,9.3,144.9786,4.4
Low Fat,FDB50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,15%,13,76.3986,4.4
Low Fat,FDC17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2%,12.15,211.9928,4.4
Low Fat,FDM44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,12.5,103.899,4.4
Low Fat,DRI11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,8.26,113.3834,4.4
Low Fat,DRL47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0%,19.7,125.9362,4.4
Low Fat,NCB30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,14.6,197.1084,4.4
Low Fat,NCI18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,1%,18.35,222.7746,4.4
Low Fat,NCP06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,4%,20.7,150.7366,4.4
Low Fat,NCO02,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0%,11.15,65.0142,4.4
Low Fat,DRE37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,9%,13.5,190.9872,4.4
Low Fat,DRD24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,13.85,143.1154,4.4
Low Fat,DRL37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,5%,15.5,43.677,4.4
Regular,FDJ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4%,8.895,208.8296,4.4
Regular,FDX11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,11%,16,183.5634,4.4
Regular,FDJ60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,6%,19.35,165.3184,4.4
Regular,FDB37,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2%,20.25,240.3538,4.4
Regular,FDC51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,1%,10.895,121.873,4.4
Regular,FDY15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,17%,18.25,155.663,4.4
Regular,FDV04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,15%,7.825,155.2288,4.4
Regular,FDB56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,7%,8.75,187.6556,4.4
Regular,FDY20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,8%,12.5,91.7488,4.4
Regular,FDK32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5%,16.25,152.4682,4.4
Regular,FDP44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,8%,16.5,102.1332,4.4
Regular,FDS32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,17.75,140.3838,4.4
Regular,FDG09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5%,20.6,187.7556,4.4
Regular,FDW51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,9%,6.155,213.356,4.4
Regular,FDK58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5%,11.35,102.6016,4.4
Regular,FDA09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,15%,13.35,179.466,4.4
Regular,FDM58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0%,16.85,110.0544,4.4
Regular,DRM49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0%,6.11,43.0086,4.4
Regular,DRA59,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,13%,8.27,183.6924,4.4
Regular,FDD47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,14%,7.6,172.3448,4.4
reg,FDC03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,7%,8.575,195.3794,4.4
reg,FDU31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,10.5,218.4508,4.4
LF,FDX24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,2%,,92.4462,4.4
Low Fat,DRG27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,18%,,42.2138,4.4
Low Fat,FDF16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,15%,,149.0076,4.4
Low Fat,FDH08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,3%,,227.801,4.4
Low Fat,FDR08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,7%,,113.1886,4.4
Low Fat,FDU07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,10%,,150.4366,4.4
Low Fat,FDU32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,5%,,120.8414,4.4
Low Fat,NCT53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,8%,,164.6526,4.4
Low Fat,NCB19,Household,2018,OUT019,Tier 1,Small,Grocery Store,16%,,86.3882,4.4
Low Fat,FDK43,Meat,2018,OUT019,Tier 1,Small,Grocery Store,5%,,125.802,4.4
Low Fat,NCL55,Others,2018,OUT019,Tier 1,Small,Grocery Store,11%,,254.604,4.4
Low Fat,FDK33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,2%,,214.756,4.4
Low Fat,FDX09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,11%,,174.937,4.4
Low Fat,FDZ22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,8%,,81.825,4.4
Regular,FDY38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,21%,,231.83,4.4
Regular,FDE28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,23%,,229.4668,4.4
Regular,FDP40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,6%,,110.1544,4.4
Regular,FDY39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,8%,,185.7608,4.4
Regular,FDQ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,2%,,182.1608,4.4
Regular,FDE11,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,24%,,184.1924,4.4
low fat,FDD51,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,21%,,44.2744,4.4
LF,FDJ41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,2%,6.85,261.2594,4.4
Low Fat,FDP60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0%,17.35,102.9016,4.4
Low Fat,FDZ48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8%,17.75,112.4544,4.4
Low Fat,FDU59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,10%,5.78,163.5552,4.4
Low Fat,FDC50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,14%,15.85,96.3094,4.4
Low Fat,DRF03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,5%,19.1,42.5138,4.4
Low Fat,FDT28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6%,13.3,151.3708,4.4
Low Fat,DRN11,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,16%,7.85,145.2444,4.4
Low Fat,NCI29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,3%,8.6,143.2154,4.4
Low Fat,NCA53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,1%,11.395,47.6034,4.4
Low Fat,NCT41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,6%,15.7,153.2024,4.4
Low Fat,NCM53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,5%,18.75,105.728,4.4
